================================================================================
Summary of training process:
Dataset                : UCI_HAR
Batch size             : 32
Learing rate           : 0.001
Number of total clients: 150
Split method           : distribution
Split parameter        : 0.1
Clients per round      : 15
Number of global rounds: 100
Number of local rounds : 5
Feature from layer     : 1
Feature percentage     : 0.1
Is interplolated       : False
Local training loss    : MCE_DeC_KL
Loss of beta           : 1.0
Algorithm              : FLea
Modelname              : HARNet
Mode                   : training
Seed                   : 0
================================================================================
Dataset: UCI_HAR
training: 7352 testing: 2947
Here
Pre-splits: [   0    1    2 ... 3673 3674 3675]
[   0    1    2 ... 3673 3674 3675]
[4 4 4 ... 3 3 3]
Pre-splits: [3676 3677 3678 ... 7349 7350 7351]
[3676 3677 3678 ... 7349 7350 7351]
[3 3 3 ... 1 1 1]
Done
Class frequencies:
client,class0,class1,class2,class3,class4,class5,Amount
The last decorrelation: tensor(0.9504)
Local adapation with distilling: 0.001
alpha3: 3
training: CE_COR_KL CEloss: tensor(1.0306) KLloss: tensor(1.2645) Decorrelation loss: tensor(2.9377)
decorrelation: tensor([0.9893, 0.9840, 0.9872, 0.9911, 0.9822, 0.9806, 0.9805, 0.9812, 0.9824,
        0.9719, 0.9748, 0.9764, 0.9587, 0.9724, 0.9758])
The last decorrelation: tensor(0.9758)
Local adapation with distilling: 0.001
alpha3: 3
training: CE_COR_KL CEloss: tensor(0.7997) KLloss: tensor(1.7157) Decorrelation loss: tensor(2.8347)
decorrelation: tensor([0.9819, 0.9797, 0.9771, 0.9772, 0.9703, 0.9661, 0.9563, 0.9506, 0.9402,
        0.9344, 0.9222, 0.9176, 0.9065, 0.9009, 0.8926])
The last decorrelation: tensor(0.8926)
Local adapation with distilling: 0.001
alpha3: 3
training: CE_COR_KL CEloss: tensor(1.2873) KLloss: tensor(1.1957) Decorrelation loss: tensor(2.9919)
decorrelation: tensor([0.9985, 0.9985, 0.9980, 0.9978, 0.9980, 0.9981, 0.9972, 0.9971, 0.9976,
        0.9974, 0.9964, 0.9970, 0.9956, 0.9963, 0.9958])
The last decorrelation: tensor(0.9958)
Local adapation with distilling: 0.001
alpha3: 3
training: CE_COR_KL CEloss: tensor(0.9840) KLloss: tensor(1.1893) Decorrelation loss: tensor(2.9098)
decorrelation: tensor([0.9816, 0.9797, 0.9734, 0.9735, 0.9755, 0.9729, 0.9723, 0.9675, 0.9718,
        0.9688, 0.9667, 0.9714, 0.9581, 0.9591, 0.9568])
The last decorrelation: tensor(0.9568)
Local adapation with distilling: 0.001
alpha3: 3
training: CE_COR_KL CEloss: tensor(0.6606) KLloss: tensor(2.4762) Decorrelation loss: tensor(2.9616)
decorrelation: tensor([0.9910, 0.9907, 0.9904, 0.9908, 0.9904, 0.9902, 0.9892, 0.9886, 0.9876,
        0.9870, 0.9856, 0.9841, 0.9820, 0.9813, 0.9791])
The last decorrelation: tensor(0.9791)
Local adapation with distilling: 0.001
alpha3: 3
training: CE_COR_KL CEloss: tensor(0.7904) KLloss: tensor(1.4142) Decorrelation loss: tensor(2.9340)
decorrelation: tensor([0.9900, 0.9891, 0.9869, 0.9865, 0.9878, 0.9787, 0.9779, 0.9710, 0.9722,
        0.9768, 0.9767, 0.9738, 0.9700, 0.9662, 0.9662])
The last decorrelation: tensor(0.9662)
Local adapation with distilling: 0.001
alpha3: 3
training: CE_COR_KL CEloss: tensor(0.5602) KLloss: tensor(1.0467) Decorrelation loss: tensor(2.8801)
decorrelation: tensor([0.9863, 0.9794, 0.9769, 0.9661, 0.9592, 0.9591, 0.9579, 0.9624, 0.9587,
        0.9390, 0.9501, 0.9553, 0.9553, 0.9506, 0.9443])
The last decorrelation: tensor(0.9443)
Local adapation with distilling: 0.001
alpha3: 3
training: CE_COR_KL CEloss: tensor(0.6807) KLloss: tensor(2.2879) Decorrelation loss: tensor(2.8857)
decorrelation: tensor([0.9813, 0.9829, 0.9824, 0.9819, 0.9799, 0.9770, 0.9720, 0.9639, 0.9587,
        0.9515, 0.9443, 0.9447, 0.9363, 0.9363, 0.9353])
The last decorrelation: tensor(0.9353)
Local adapation with distilling: 0.001
alpha3: 3
training: CE_COR_KL CEloss: tensor(1.0718) KLloss: tensor(1.6098) Decorrelation loss: tensor(2.9359)
decorrelation: tensor([0.9856, 0.9848, 0.9843, 0.9846, 0.9836, 0.9828, 0.9811, 0.9813, 0.9791,
        0.9781, 0.9760, 0.9741, 0.9710, 0.9684, 0.9649])
The last decorrelation: tensor(0.9649)
Local adapation with distilling: 0.001
alpha3: 3
training: CE_COR_KL CEloss: tensor(0.8809) KLloss: tensor(1.2361) Decorrelation loss: tensor(2.8525)
decorrelation: tensor([0.9764, 0.9728, 0.9731, 0.9710, 0.9625, 0.9574, 0.9551, 0.9494, 0.9472,
        0.9435, 0.9347, 0.9390, 0.9302, 0.9275, 0.9226])
The last decorrelation: tensor(0.9226)
Local adapation with distilling: 0.001
alpha3: 3
training: CE_COR_KL CEloss: tensor(1.3940) KLloss: tensor(1.1151) Decorrelation loss: tensor(2.8243)
decorrelation: tensor([0.9807, 0.9795, 0.9685, 0.9648, 0.9558, 0.9351, 0.9444, 0.9348, 0.9250,
        0.9300, 0.9270, 0.9237, 0.9197, 0.9192, 0.9134])
The last decorrelation: tensor(0.9134)
Local adapation with distilling: 0.001
alpha3: 3
training: CE_COR_KL CEloss: tensor(1.1998) KLloss: tensor(1.5395) Decorrelation loss: tensor(2.9830)
decorrelation: tensor([0.9951, 0.9952, 0.9950, 0.9951, 0.9948, 0.9944, 0.9946, 0.9944, 0.9943,
        0.9939, 0.9942, 0.9937, 0.9937, 0.9932, 0.9935])
The last decorrelation: tensor(0.9935)
Local adapation with distilling: 0.001
alpha3: 3
training: CE_COR_KL CEloss: tensor(1.5123) KLloss: tensor(1.4692) Decorrelation loss: tensor(2.9013)
decorrelation: tensor([0.9876, 0.9848, 0.9791, 0.9750, 0.9750, 0.9752, 0.9686, 0.9618, 0.9618,
        0.9599, 0.9651, 0.9562, 0.9504, 0.9561, 0.9499])
The last decorrelation: tensor(0.9499)
Global Model Acc on global data: 0.18221920597217509 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  1  -------------
selected users: [14, 98, 75, 16, 131, 56, 141, 44, 29, 120, 94, 5, 102, 51, 78]
Current data/feature buff: torch.Size([84, 128, 20, 7]) torch.Size([84]) 84
Buffer classes: Counter({5: 39, 4: 21, 2: 15, 3: 4, 1: 3, 0: 2})
Local adapation with distilling: 0.000982 alphas: 1 1 2.9 1
MCE_DeC_KL Total: tensor(7.5626) local CE: tensor(2.0492) Feature CE: tensor(2.3253) KL: tensor(0.3971)
The last decorrelation: tensor(0.9539)
Local adapation with distilling: 0.000982 alphas: 1 1 2.9 1
MCE_DeC_KL Total: tensor(7.2667) local CE: tensor(1.8568) Feature CE: tensor(2.2304) KL: tensor(0.4665)
The last decorrelation: tensor(0.9239)
Local adapation with distilling: 0.000982 alphas: 1 1 2.9 1
MCE_DeC_KL Total: tensor(6.6340) local CE: tensor(1.1839) Feature CE: tensor(1.7689) KL: tensor(0.8159)
The last decorrelation: tensor(0.9878)
Local adapation with distilling: 0.000982 alphas: 1 1 2.9 1
MCE_DeC_KL Total: tensor(5.2922) local CE: tensor(0.6162) Feature CE: tensor(1.2576) KL: tensor(0.5934)
The last decorrelation: tensor(0.9774)
Local adapation with distilling: 0.000982 alphas: 1 1 2.9 1
MCE_DeC_KL Total: tensor(5.8960) local CE: tensor(0.8625) Feature CE: tensor(1.5077) KL: tensor(0.6938)
The last decorrelation: tensor(0.9768)
Local adapation with distilling: 0.000982 alphas: 1 1 2.9 1
MCE_DeC_KL Total: tensor(6.6853) local CE: tensor(1.2792) Feature CE: tensor(1.9631) KL: tensor(0.6865)
The last decorrelation: tensor(0.9490)
Local adapation with distilling: 0.000982 alphas: 1 1 2.9 1
MCE_DeC_KL Total: tensor(7.0415) local CE: tensor(1.8122) Feature CE: tensor(2.0461) KL: tensor(0.3944)
The last decorrelation: tensor(0.9490)
Local adapation with distilling: 0.000982 alphas: 1 1 2.9 1
MCE_DeC_KL Total: tensor(5.6133) local CE: tensor(0.8004) Feature CE: tensor(1.2772) KL: tensor(0.6490)
The last decorrelation: tensor(0.9952)
Local adapation with distilling: 0.000982 alphas: 1 1 2.9 1
MCE_DeC_KL Total: tensor(5.4684) local CE: tensor(0.7455) Feature CE: tensor(1.5153) KL: tensor(0.5465)
The last decorrelation: tensor(0.9052)
Local adapation with distilling: 0.000982 alphas: 1 1 2.9 1
MCE_DeC_KL Total: tensor(6.4592) local CE: tensor(1.3648) Feature CE: tensor(1.9141) KL: tensor(0.4390)
The last decorrelation: tensor(0.9448)
Local adapation with distilling: 0.000982 alphas: 1 1 2.9 1
MCE_DeC_KL Total: tensor(6.6564) local CE: tensor(1.3615) Feature CE: tensor(1.9342) KL: tensor(0.5253)
The last decorrelation: tensor(0.9756)
Local adapation with distilling: 0.000982 alphas: 1 1 2.9 1
MCE_DeC_KL Total: tensor(5.8693) local CE: tensor(1.0504) Feature CE: tensor(1.5473) KL: tensor(0.5968)
The last decorrelation: tensor(0.9192)
Local adapation with distilling: 0.000982 alphas: 1 1 2.9 1
MCE_DeC_KL Total: tensor(5.5765) local CE: tensor(0.7577) Feature CE: tensor(1.5653) KL: tensor(0.4817)
The last decorrelation: tensor(0.9453)
Local adapation with distilling: 0.000982 alphas: 1 1 2.9 1
MCE_DeC_KL Total: tensor(6.1549) local CE: tensor(1.2100) Feature CE: tensor(1.7411) KL: tensor(0.4919)
The last decorrelation: tensor(0.9321)
Local adapation with distilling: 0.000982 alphas: 1 1 2.9 1
MCE_DeC_KL Total: tensor(4.8342) local CE: tensor(0.5535) Feature CE: tensor(0.9980) KL: tensor(0.3845)
The last decorrelation: tensor(0.9993)
Global Model Acc on global data: 0.166949440108585 length of data: 2947
save a model
size of the global feature buffer: 15
-------------Round number:  2  -------------
selected users: [6, 3, 113, 12, 24, 129, 25, 108, 128, 45, 48, 42, 35, 5, 85]
Current data/feature buff: torch.Size([62, 128, 20, 7]) torch.Size([62]) 62
Buffer classes: Counter({4: 21, 3: 15, 5: 10, 0: 8, 1: 5, 2: 3})
Local adapation with distilling: 0.000964 alphas: 1 1 2.8 1
MCE_DeC_KL Total: tensor(5.3085) local CE: tensor(0.7264) Feature CE: tensor(1.4680) KL: tensor(0.4616)
The last decorrelation: tensor(0.9421)
Local adapation with distilling: 0.000964 alphas: 1 1 2.8 1
MCE_DeC_KL Total: tensor(6.0014) local CE: tensor(0.6958) Feature CE: tensor(1.4612) KL: tensor(1.0870)
The last decorrelation: tensor(0.9861)
Local adapation with distilling: 0.000964 alphas: 1 1 2.8 1
MCE_DeC_KL Total: tensor(5.5303) local CE: tensor(0.7111) Feature CE: tensor(1.4814) KL: tensor(0.6157)
The last decorrelation: tensor(0.9787)
Local adapation with distilling: 0.000964 alphas: 1 1 2.8 1
MCE_DeC_KL Total: tensor(5.8952) local CE: tensor(1.0721) Feature CE: tensor(1.7790) KL: tensor(0.4648)
The last decorrelation: tensor(0.9085)
Local adapation with distilling: 0.000964 alphas: 1 1 2.8 1
MCE_DeC_KL Total: tensor(5.8917) local CE: tensor(1.0290) Feature CE: tensor(1.5408) KL: tensor(0.6471)
The last decorrelation: tensor(0.9495)
Local adapation with distilling: 0.000964 alphas: 1 1 2.8 1
MCE_DeC_KL Total: tensor(5.4727) local CE: tensor(0.7088) Feature CE: tensor(1.7307) KL: tensor(0.5114)
The last decorrelation: tensor(0.8904)
Local adapation with distilling: 0.000964 alphas: 1 1 2.8 1
MCE_DeC_KL Total: tensor(5.6841) local CE: tensor(1.1215) Feature CE: tensor(1.3790) KL: tensor(0.3841)
The last decorrelation: tensor(0.9999)
Local adapation with distilling: 0.000964 alphas: 1 1 2.8 1
MCE_DeC_KL Total: tensor(5.9693) local CE: tensor(1.0411) Feature CE: tensor(1.7158) KL: tensor(0.5205)
The last decorrelation: tensor(0.9616)
Local adapation with distilling: 0.000964 alphas: 1 1 2.8 1
MCE_DeC_KL Total: tensor(6.4722) local CE: tensor(1.2537) Feature CE: tensor(1.8907) KL: tensor(0.7342)
The last decorrelation: tensor(0.9133)
Local adapation with distilling: 0.000964 alphas: 1 1 2.8 1
MCE_DeC_KL Total: tensor(6.1976) local CE: tensor(0.9490) Feature CE: tensor(2.0153) KL: tensor(0.6217)
The last decorrelation: tensor(0.9154)
Local adapation with distilling: 0.000964 alphas: 1 1 2.8 1
MCE_DeC_KL Total: tensor(6.9699) local CE: tensor(1.5820) Feature CE: tensor(1.9743) KL: tensor(0.7120)
The last decorrelation: tensor(0.9513)
Local adapation with distilling: 0.000964 alphas: 1 1 2.8 1
MCE_DeC_KL Total: tensor(6.0427) local CE: tensor(1.1536) Feature CE: tensor(1.8512) KL: tensor(0.5100)
The last decorrelation: tensor(0.8817)
Local adapation with distilling: 0.000964 alphas: 1 1 2.8 1
MCE_DeC_KL Total: tensor(6.6400) local CE: tensor(1.6257) Feature CE: tensor(1.8332) KL: tensor(0.6334)
The last decorrelation: tensor(0.8906)
Local adapation with distilling: 0.000964 alphas: 1 1 2.8 1
MCE_DeC_KL Total: tensor(5.3757) local CE: tensor(0.8384) Feature CE: tensor(1.4386) KL: tensor(0.5288)
The last decorrelation: tensor(0.9175)
Local adapation with distilling: 0.000964 alphas: 1 1 2.8 1
MCE_DeC_KL Total: tensor(5.6334) local CE: tensor(0.8034) Feature CE: tensor(1.5311) KL: tensor(0.5980)
The last decorrelation: tensor(0.9664)
Global Model Acc on global data: 0.20732948761452324 length of data: 2947
save a model
size of the global feature buffer: 15
-------------Round number:  3  -------------
selected users: [47, 3, 31, 25, 15, 118, 89, 6, 103, 65, 88, 38, 92, 53, 140]
Current data/feature buff: torch.Size([56, 128, 20, 7]) torch.Size([56]) 56
Buffer classes: Counter({3: 16, 1: 15, 2: 11, 5: 7, 4: 4, 0: 3})
Local adapation with distilling: 0.000946 alphas: 1 1 2.7 1
MCE_DeC_KL Total: tensor(5.9400) local CE: tensor(0.9020) Feature CE: tensor(1.6534) KL: tensor(0.7174)
The last decorrelation: tensor(0.9884)
Local adapation with distilling: 0.000946 alphas: 1 1 2.7 1
MCE_DeC_KL Total: tensor(6.0697) local CE: tensor(0.5562) Feature CE: tensor(1.7808) KL: tensor(1.0745)
The last decorrelation: tensor(0.9849)
Local adapation with distilling: 0.000946 alphas: 1 1 2.7 1
MCE_DeC_KL Total: tensor(5.7230) local CE: tensor(0.8006) Feature CE: tensor(1.9269) KL: tensor(0.5843)
The last decorrelation: tensor(0.8832)
Local adapation with distilling: 0.000946 alphas: 1 1 2.7 1
MCE_DeC_KL Total: tensor(5.8142) local CE: tensor(1.0633) Feature CE: tensor(1.5293) KL: tensor(0.5222)
The last decorrelation: tensor(0.9998)
Local adapation with distilling: 0.000946 alphas: 1 1 2.7 1
MCE_DeC_KL Total: tensor(5.4572) local CE: tensor(0.7019) Feature CE: tensor(1.4918) KL: tensor(0.7899)
The last decorrelation: tensor(0.8969)
Local adapation with distilling: 0.000946 alphas: 1 1 2.7 1
MCE_DeC_KL Total: tensor(5.3179) local CE: tensor(0.5443) Feature CE: tensor(1.4292) KL: tensor(0.7502)
The last decorrelation: tensor(0.9843)
Local adapation with distilling: 0.000946 alphas: 1 1 2.7 1
MCE_DeC_KL Total: tensor(5.9101) local CE: tensor(1.1489) Feature CE: tensor(1.6193) KL: tensor(0.5889)
The last decorrelation: tensor(0.9457)
Local adapation with distilling: 0.000946 alphas: 1 1 2.7 1
MCE_DeC_KL Total: tensor(5.7186) local CE: tensor(0.7932) Feature CE: tensor(1.6340) KL: tensor(0.7628)
The last decorrelation: tensor(0.9318)
Local adapation with distilling: 0.000946 alphas: 1 1 2.7 1
MCE_DeC_KL Total: tensor(5.3844) local CE: tensor(0.8588) Feature CE: tensor(1.6507) KL: tensor(0.6104)
The last decorrelation: tensor(0.8235)
Local adapation with distilling: 0.000946 alphas: 1 1 2.7 1
MCE_DeC_KL Total: tensor(5.7802) local CE: tensor(0.9680) Feature CE: tensor(1.6922) KL: tensor(0.5932)
The last decorrelation: tensor(0.9342)
Local adapation with distilling: 0.000946 alphas: 1 1 2.7 1
MCE_DeC_KL Total: tensor(6.9070) local CE: tensor(1.1578) Feature CE: tensor(2.1048) KL: tensor(1.0084)
The last decorrelation: tensor(0.9768)
Local adapation with distilling: 0.000946 alphas: 1 1 2.7 1
MCE_DeC_KL Total: tensor(6.3130) local CE: tensor(1.2008) Feature CE: tensor(1.9804) KL: tensor(0.7510)
The last decorrelation: tensor(0.8587)
Local adapation with distilling: 0.000946 alphas: 1 1 2.7 1
MCE_DeC_KL Total: tensor(5.6319) local CE: tensor(0.8808) Feature CE: tensor(1.6608) KL: tensor(0.7385)
The last decorrelation: tensor(0.8544)
Local adapation with distilling: 0.000946 alphas: 1 1 2.7 1
MCE_DeC_KL Total: tensor(6.1383) local CE: tensor(1.3264) Feature CE: tensor(1.7008) KL: tensor(0.5411)
The last decorrelation: tensor(0.9485)
Local adapation with distilling: 0.000946 alphas: 1 1 2.7 1
MCE_DeC_KL Total: tensor(5.7481) local CE: tensor(0.9668) Feature CE: tensor(1.5458) KL: tensor(0.6206)
The last decorrelation: tensor(0.9680)
Global Model Acc on global data: 0.26874787919918564 length of data: 2947
save a model
size of the global feature buffer: 15
-------------Round number:  4  -------------
selected users: [128, 18, 130, 105, 107, 78, 83, 14, 5, 133, 25, 11, 12, 63, 113]
Current data/feature buff: torch.Size([88, 128, 20, 7]) torch.Size([88]) 88
Buffer classes: Counter({2: 23, 3: 22, 5: 20, 0: 18, 4: 5})
Local adapation with distilling: 0.0009280000000000001 alphas: 1 1 2.6 1
MCE_DeC_KL Total: tensor(5.8969) local CE: tensor(1.0191) Feature CE: tensor(1.7781) KL: tensor(0.7612)
The last decorrelation: tensor(0.8945)
Local adapation with distilling: 0.0009280000000000001 alphas: 1 1 2.6 1
MCE_DeC_KL Total: tensor(5.3149) local CE: tensor(0.7632) Feature CE: tensor(1.5646) KL: tensor(0.5295)
The last decorrelation: tensor(0.9484)
Local adapation with distilling: 0.0009280000000000001 alphas: 1 1 2.6 1
MCE_DeC_KL Total: tensor(5.7793) local CE: tensor(0.8003) Feature CE: tensor(1.5800) KL: tensor(0.8685)
The last decorrelation: tensor(0.9739)
Local adapation with distilling: 0.0009280000000000001 alphas: 1 1 2.6 1
MCE_DeC_KL Total: tensor(5.0108) local CE: tensor(0.5177) Feature CE: tensor(1.3874) KL: tensor(0.5420)
The last decorrelation: tensor(0.9862)
Local adapation with distilling: 0.0009280000000000001 alphas: 1 1 2.6 1
MCE_DeC_KL Total: tensor(5.4659) local CE: tensor(0.9511) Feature CE: tensor(1.5884) KL: tensor(0.6858)
The last decorrelation: tensor(0.8599)
Local adapation with distilling: 0.0009280000000000001 alphas: 1 1 2.6 1
MCE_DeC_KL Total: tensor(5.4661) local CE: tensor(0.7576) Feature CE: tensor(1.5834) KL: tensor(0.5256)
The last decorrelation: tensor(0.9998)
Local adapation with distilling: 0.0009280000000000001 alphas: 1 1 2.6 1
MCE_DeC_KL Total: tensor(5.9891) local CE: tensor(1.3014) Feature CE: tensor(1.7997) KL: tensor(0.6629)
The last decorrelation: tensor(0.8445)
Local adapation with distilling: 0.0009280000000000001 alphas: 1 1 2.6 1
MCE_DeC_KL Total: tensor(6.1281) local CE: tensor(1.4718) Feature CE: tensor(1.6314) KL: tensor(0.6571)
The last decorrelation: tensor(0.9019)
Local adapation with distilling: 0.0009280000000000001 alphas: 1 1 2.6 1
MCE_DeC_KL Total: tensor(5.4134) local CE: tensor(1.0418) Feature CE: tensor(1.5466) KL: tensor(0.4523)
The last decorrelation: tensor(0.9119)
Local adapation with distilling: 0.0009280000000000001 alphas: 1 1 2.6 1
MCE_DeC_KL Total: tensor(5.3528) local CE: tensor(0.9412) Feature CE: tensor(1.4607) KL: tensor(0.4263)
The last decorrelation: tensor(0.9708)
Local adapation with distilling: 0.0009280000000000001 alphas: 1 1 2.6 1
MCE_DeC_KL Total: tensor(5.4745) local CE: tensor(0.9882) Feature CE: tensor(1.5105) KL: tensor(0.3763)
The last decorrelation: tensor(0.9998)
Local adapation with distilling: 0.0009280000000000001 alphas: 1 1 2.6 1
MCE_DeC_KL Total: tensor(5.6680) local CE: tensor(1.0064) Feature CE: tensor(1.6252) KL: tensor(0.5896)
The last decorrelation: tensor(0.9415)
Local adapation with distilling: 0.0009280000000000001 alphas: 1 1 2.6 1
MCE_DeC_KL Total: tensor(5.6745) local CE: tensor(1.0675) Feature CE: tensor(1.7798) KL: tensor(0.5006)
The last decorrelation: tensor(0.8885)
Local adapation with distilling: 0.0009280000000000001 alphas: 1 1 2.6 1
MCE_DeC_KL Total: tensor(5.8107) local CE: tensor(0.8399) Feature CE: tensor(1.7055) KL: tensor(0.9048)
The last decorrelation: tensor(0.9036)
Local adapation with distilling: 0.0009280000000000001 alphas: 1 1 2.6 1
MCE_DeC_KL Total: tensor(5.1002) local CE: tensor(0.5575) Feature CE: tensor(1.4056) KL: tensor(0.6124)
The last decorrelation: tensor(0.9694)
Global Model Acc on global data: 0.22293858160841534 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  5  -------------
selected users: [82, 134, 114, 42, 109, 57, 1, 70, 25, 84, 66, 133, 102, 107, 26]
Current data/feature buff: torch.Size([55, 128, 20, 7]) torch.Size([55]) 55
Buffer classes: Counter({4: 16, 1: 15, 3: 13, 0: 4, 5: 4, 2: 3})
Local adapation with distilling: 0.00091 alphas: 1 1 2.5 1
MCE_DeC_KL Total: tensor(5.5865) local CE: tensor(0.9952) Feature CE: tensor(1.6812) KL: tensor(0.5610)
The last decorrelation: tensor(0.9476)
Local adapation with distilling: 0.00091 alphas: 1 1 2.5 1
MCE_DeC_KL Total: tensor(5.4155) local CE: tensor(1.1722) Feature CE: tensor(1.4103) KL: tensor(0.5679)
The last decorrelation: tensor(0.9041)
Local adapation with distilling: 0.00091 alphas: 1 1 2.5 1
MCE_DeC_KL Total: tensor(6.1115) local CE: tensor(0.6762) Feature CE: tensor(1.9258) KL: tensor(1.1027)
The last decorrelation: tensor(0.9722)
Local adapation with distilling: 0.00091 alphas: 1 1 2.5 1
MCE_DeC_KL Total: tensor(5.0996) local CE: tensor(0.8598) Feature CE: tensor(1.6295) KL: tensor(0.5021)
The last decorrelation: tensor(0.8424)
Local adapation with distilling: 0.00091 alphas: 1 1 2.5 1
MCE_DeC_KL Total: tensor(4.8511) local CE: tensor(0.7110) Feature CE: tensor(1.5007) KL: tensor(0.4629)
The last decorrelation: tensor(0.8642)
Local adapation with distilling: 0.00091 alphas: 1 1 2.5 1
MCE_DeC_KL Total: tensor(5.0939) local CE: tensor(0.4970) Feature CE: tensor(1.7399) KL: tensor(0.6471)
The last decorrelation: tensor(0.8742)
Local adapation with distilling: 0.00091 alphas: 1 1 2.5 1
MCE_DeC_KL Total: tensor(5.1303) local CE: tensor(0.8403) Feature CE: tensor(1.2747) KL: tensor(0.5446)
The last decorrelation: tensor(0.9883)
Local adapation with distilling: 0.00091 alphas: 1 1 2.5 1
MCE_DeC_KL Total: tensor(5.1232) local CE: tensor(0.6117) Feature CE: tensor(1.4923) KL: tensor(0.6057)
The last decorrelation: tensor(0.9699)
Local adapation with distilling: 0.00091 alphas: 1 1 2.5 1
MCE_DeC_KL Total: tensor(5.4441) local CE: tensor(0.8956) Feature CE: tensor(1.6034) KL: tensor(0.4456)
The last decorrelation: tensor(0.9998)
Local adapation with distilling: 0.00091 alphas: 1 1 2.5 1
MCE_DeC_KL Total: tensor(5.7832) local CE: tensor(1.4177) Feature CE: tensor(1.6597) KL: tensor(0.4675)
The last decorrelation: tensor(0.8928)
Local adapation with distilling: 0.00091 alphas: 1 1 2.5 1
MCE_DeC_KL Total: tensor(5.4355) local CE: tensor(0.9034) Feature CE: tensor(1.7006) KL: tensor(0.6927)
The last decorrelation: tensor(0.8462)
Local adapation with distilling: 0.00091 alphas: 1 1 2.5 1
MCE_DeC_KL Total: tensor(5.3234) local CE: tensor(0.9407) Feature CE: tensor(1.4659) KL: tensor(0.4891)
The last decorrelation: tensor(0.9713)
Local adapation with distilling: 0.00091 alphas: 1 1 2.5 1
MCE_DeC_KL Total: tensor(4.7413) local CE: tensor(0.4160) Feature CE: tensor(1.4369) KL: tensor(0.4882)
The last decorrelation: tensor(0.9594)
Local adapation with distilling: 0.00091 alphas: 1 1 2.5 1
MCE_DeC_KL Total: tensor(5.0673) local CE: tensor(0.6963) Feature CE: tensor(1.6615) KL: tensor(0.5586)
The last decorrelation: tensor(0.8557)
Local adapation with distilling: 0.00091 alphas: 1 1 2.5 1
MCE_DeC_KL Total: tensor(5.4175) local CE: tensor(1.1007) Feature CE: tensor(1.8058) KL: tensor(0.5008)
The last decorrelation: tensor(0.7988)
Global Model Acc on global data: 0.32405836443841196 length of data: 2947
save a model
size of the global feature buffer: 15
-------------Round number:  6  -------------
selected users: [4, 116, 2, 23, 123, 96, 134, 39, 137, 53, 127, 81, 115, 135, 74]
Current data/feature buff: torch.Size([54, 128, 20, 7]) torch.Size([54]) 54
Buffer classes: Counter({3: 21, 1: 17, 2: 8, 0: 5, 5: 3})
Local adapation with distilling: 0.000892 alphas: 1 1 2.4 1
MCE_DeC_KL Total: tensor(5.2108) local CE: tensor(1.1136) Feature CE: tensor(1.4880) KL: tensor(0.4741)
The last decorrelation: tensor(0.8918)
Local adapation with distilling: 0.000892 alphas: 1 1 2.4 1
MCE_DeC_KL Total: tensor(4.6904) local CE: tensor(0.5147) Feature CE: tensor(1.3469) KL: tensor(0.6204)
The last decorrelation: tensor(0.9147)
Local adapation with distilling: 0.000892 alphas: 1 1 2.4 1
MCE_DeC_KL Total: tensor(4.9683) local CE: tensor(0.8831) Feature CE: tensor(1.3899) KL: tensor(0.5369)
The last decorrelation: tensor(0.8960)
Local adapation with distilling: 0.000892 alphas: 1 1 2.4 1
MCE_DeC_KL Total: tensor(6.5190) local CE: tensor(0.6271) Feature CE: tensor(1.6308) KL: tensor(1.8639)
The last decorrelation: tensor(0.9989)
Local adapation with distilling: 0.000892 alphas: 1 1 2.4 1
MCE_DeC_KL Total: tensor(5.2676) local CE: tensor(1.1667) Feature CE: tensor(1.5608) KL: tensor(0.4735)
The last decorrelation: tensor(0.8571)
Local adapation with distilling: 0.000892 alphas: 1 1 2.4 1
MCE_DeC_KL Total: tensor(5.3209) local CE: tensor(1.1631) Feature CE: tensor(1.5669) KL: tensor(0.4754)
The last decorrelation: tensor(0.8834)
Local adapation with distilling: 0.000892 alphas: 1 1 2.4 1
MCE_DeC_KL Total: tensor(5.6418) local CE: tensor(1.0564) Feature CE: tensor(1.6873) KL: tensor(0.7236)
The last decorrelation: tensor(0.9045)
Local adapation with distilling: 0.000892 alphas: 1 1 2.4 1
MCE_DeC_KL Total: tensor(5.6788) local CE: tensor(1.0392) Feature CE: tensor(1.8244) KL: tensor(0.5029)
The last decorrelation: tensor(0.9633)
Local adapation with distilling: 0.000892 alphas: 1 1 2.4 1
MCE_DeC_KL Total: tensor(6.0747) local CE: tensor(0.9749) Feature CE: tensor(1.7937) KL: tensor(1.0375)
The last decorrelation: tensor(0.9466)
